title	age_gender	question	date	answer	answer2	answer3	answer4
Er der mere i det?	Pige  år	"Jeg er en pige på 14 år. Jeg skriver rigtig meget med en dreng, som jeg går i klasse med. Vi skriver sammen stort set hver dag efter skole og om aftenen. Jeg ved ikke om vi flirter lidt, eller om vi bare er helt almindelige venner som som skriver sammen...?"	18-Jan-16	"Hejsa 14-årige pige.

Det minder mig meget om min veninde. Men nok om det.

Udfra det, du har skrevet, synes jeg, det virker som om, at I er forelskede i hinanden, men det er lidt svært at sige, når jeg ikke kender dig og sådan noget. Det regner jeg i hvert fald med, at jeg ikke gør.

Skrevet på en romantisk måde, så er man ikke i tvivl, når man er forelsket, men skrevet på en manden måde, så er der en masse tegn, man kan kigge efter

Det største og vigtigste tegn er nok, at man konstant tænker på den person, man er forelsket i, når man er nyforelsket.

Jeg håber, at nogle andre vil skrive nogle af de andre tegn, fordi... Ellers kan du læse de på viunge.dk eller tage nogle forelskels-test på Internettet. Det er ikke sikkert, at testenes resultater er rigtige, men det kan give dig en bedre idé om, hvornår man er forelsket, og om du er forelsket i ham fra din klasse.

Med meget venlig hilsen #1. ?"	"Altså.. Du bliver nød til at følge dit hjerte.. Man kan mærke hvis man er forelsket.. Det kan fodt lyde som en forelskelse.

Hvad skriver i om?

Hvis i sender mange hjerter så kan det godt være kærlighed"	"Vi skriver om alt muligt. Vi stoler meget på hinanden, og har også delt et par hemmeligheder med hinanden. Hilsen pigen med en mulig forelskelse..."	"Hej..

Det er fuldstændig normalt at som blot fjorten årig tvivle på følelser. Jeg kan fornemme at du og denne dreng, har det hyggeligt sammen. Om du er forelsket eller bare er glad for ham, kan hverken jeg eller nogle af de andre bekræfte. Jeg synes personligt bare du skal nyde hvad i har lige nu, og se hvad tiden bringer jer.

Håber du finder ud af det!"
Kærlighed;(	Pige   14 år	jeg er en pige på 14 år som lige har slået op med sin kæreste og jeg er så mega ked af det	17-Nov-17	det kender det godt	Hej jeg er en dreng på 14 år. Og jeg syntes bare du skal prøve at ikke også  at miste jeres venskab.	hvis han ikke vil have dig så er for dårlig til dig	hej jeg kender det godt jeg er 11 år og jeg har også mistet min kæreste men mist ikke jeres venskab bare for det
kærester	Pige   12 år	jeg har en kæreste hver gang vi snakker sammen over mobil bliver der pinlig tavshed fordi vi ikke ved hvad vi skal snakke om det kan godt være lidt irriterende.	25 maj 2017	"Stil spørgsmål, men ikke for mange. For du skal ikke fremstå som påtrængende eller irriterende selvfølgelig. Bare få, og så må du håbe på at han også stiller spørgsmål. Her er nogle forslag til spørgsom:

-Har du mange lektier for/hvilke lektier har vi for?

-Hvem er din yndlingssanger, -skuespiller, -fodboldspiller

-hvad er din yndlingssang, -film, -is.

-Har du haft en god dag?

-Hvordan går det."	"Hej

Altså, kan godt forstå, at du synes, at det bliver akavet, når der kommer sådan en pinlig tavshed...

Nu har jeg ikke nogen kæreste, men har nogle drengevenner, som jeg tit snakker med - Vi snakker b.la om, hvad hinanden fik til aftensmad/eller hvad de skal spise idag.

Ellers snakker vi også om en begivenhed, som snart sker... Det kunne f.eks være konfirmation, hvor vi snakkede om hvad for noget tøj vi skulle hav epå, osv."	"Hej med dig.

Først ville jeg lige sige, at jeg ikke har haft en kæreste. Men jeg synes stadigvæk at jeg ville hjælpe dig. Men jeg kan godt forstå dig, min ven har været i gennem det. Det han gjorde var at bare snakke, ikke tænke over det farlige. Og at det ikke altid skal være bedskeder som ""Du er så smuk søde <3<3"" eller ""Jeg elsker dig så meget <3"". Selvfølgelig må man godt fortælle det nogle gange, men ikke for meget. Det er det jeg synes gør det akavet. Så jeg ville råde dig til at snak med ham normalt, snak med ham og det du har lyst til. Du skal ikke være genert.

Håber du kunne bruge det her til noget

Venlig hilsen

Elias"	prøv at finne ud af op i har nogle fælles entrerer og snak ud for dem
Han vil rave på mig	Pige   12 år	Vi har været sammen et par gange hjemme hos mig og ham:)) Når jeg er sammen med ham laver jeg normale ting som at kysse og snave med ham;))	08 maj 2016	"Hej A.

Hvis du føler dig utryg ved det, så når han gør det så før hans hånd væk fra brystet, og ellers så snak med ham. Hvis han er en rigtig kæreste, så vil han forstå det. Og ellers er han kun en som vil have noget på den dumme."	"Det kan lyde svært men det eneste du nok kan gøre er bare at sige ""Det er fint at du kysser mig, men jeg kan bare ikke lide når du tager hånden på mine bryster"" Du kan evt. skrive det over en Besked eller sige det når i er alene før han begynder. Det sværeste vil nok være at sige det når han gør det, så bare gør ham opmærksom på det. Og han lyder som en flink fyr så jeg tror godt han kan tage det ;-)"	Altså hvis han gør det igen kan du vel prøve at skubbe hans hånd væk. Hvis det ikke virker er du vel nødt til at sige fra på en eller anden måde. Prøv at forklare ham at du ikke er klar til noget i den retning.	"Jeg syndes du skal være ærlig overfor ham, hvis du ikke føler dig klar så er du ikke klar. det må han bare lære, han skal kende sin plads."
Please Hjælp	år	Ligepludselig begyndte Jeg VIRKELIG at være forelsket i den dejligste dreng i min klasse og tør SLET IKKE spørge ham?❤️Han er nemlig den populærestes i hele klassen og jeg er knap så populær?❤️ syntes han er VIRKELIG sød!!!!❤️ Kan SLET ikke ladevære med at tænke på ham❤️❤️❤️❤️	19 Marts 2015	"Hei - vil starte med at svarer på dit første spørgsmål. Det med forelskelse kan være virkelig svært. Jeg har selv lige sagt (skrevet) til ham jeg er forelsket i. Og han har bare undgået at svarer på min besked. Så har du mod til det så gør det face to face. Man kan ligesågodt springe ud i det?

Du skriver også at du gerne vil være populær. Tænker så om det virkelig betyder så meget?? Jeg er ikke selv ligefrem populær, men det betyder ikke så meget. Jeg har det godt alligevel. Der er nemlig ikke nogen ""opskrift"" på hvordan man kan blive populær. Du skriver dog at det betyder vildt meget for dig. Så kan desværre ikke hjælpe på det punkt, da jeg personeligt ikke synes det er værd at stræbe efter. Dit sidste spørgsmål for mig til at tænke (undskyld at jeg siger det så ligeud): drop hende!!! Ved at det ikke bare er noget man gør. Men man kan ikke være en ""bedste veninde"" hvis man ikke viser det!! Håber du kunne bruge det til noget?

Held og lykke - S"	Heij.	hej jeg forstår dine problemer jeg har selv prøvet det med venninden hvis ikke hun gider dig er hun ikke det vær prøv at lad vær med at blive uvenner med hende jeg var helt knust da det skete det gør ondt men prøv at start til en sport der kan du få nye venner gjorde det selv og har fået den bedste venninde man overhovdet kan ønske dig kærligst hilsen mig	"Det at være forelsket er hårdt, og det gør rigtig ondt en gang imellem. Jeg syntes at du skal begynde at vise noget interesse for ham først, lære ham bedre og kende og omvendt. Det med at skrive ''må jeg spørge dig om noget'' eller lignende, det bliver det bare pinligt af - stol på mig :P Få snakket med ham, skab et godt venskab. Når du føler du kender ham, eller er klar til at sige noget, så fortæl at du kan lide ham face to face, bare sørg for at i er alene! I jeres alder er det meget popularitet det handler om, ''man er noget når man er populær'' og det vil jeg bare sige med et ''biiiiip''. Det at være populær er fedt, at folk ser op til en, men nogle om gerne vil ligne de populære, hvem er de? Hvis de prøver at efterligne en anden person, går din(fx) personlighed lidt væk :) Du prøver at være en anden end den du er, og for derfor kun venner der kan lide dig for dit nye ''jeg'', mens du gemmer dig væk i et image for at kunne være med de populære. Jeg syntes ikke u behøver at prøve at blive som den, vær glad for hvem du er , og der kommer jeg også til det sidste spg du stillede, hvis din veninde hellere vil hænge ud med de populære børn, og ikke dig, så er hun bare ikke den veninde der er passende for dig. Det handler om at mennesker skal kunne lide dig for den du er, og ikke for hvilken status eller de ting du har. Jge lover dig, at du nok skal finde en rigtig god veninde som holder af dig for den du er! :D Jeg har oplevet alle de ting du beskriver, og eg håber du vil tage imod mine råd - lyt til dig selv, og ind ud af hvordan DU er, hvordan DU vil tackle de svære situationer :) Held og lykke :)"
Jeg har ikke rigtig lyst	Pige   14 år	"Mig og min ven kan lide hinanden, det er ret tydeligt.... Jeg er pænt sikker på at han også kan li' mig, men selvom jeg godt kan lide ham, er jeg ikke interesseret i et forhold."	08-Apr-16	det har jeg prøvet mega nederen. ;( men måske bare prøve at sige det eller bare vente. jeg sagde det bare og han tog det rigtig pænt og vi er stadig venner :D	"Hej søde pige:-)

jeg kan udmærket godt forstå dig.

Vent og se og hvis han nu spørger så skal du bare sig noget i den her retning ""Nej dsv . Jeg kan rigtig godt lide dig men kun som ven, jeg føler mig hellere ikke så klar til at få en kæreste endnu"".

Men hvor tydeligt er det??"	Hvis i er bedste venner kan du vel godt snakke med ham om det. Hvis ikke han forstår det er han nok bare ikke det hver!	null
Forelsket i søsters ven	Pige   13 år	Jeg troede i lang tid at jeg bare havde et lille crush på den her dreng fra min storesøsters efterskole.	19-Feb-17	hej pige på 13 år. du kan måske spøger din storsøster om hvordan han er og så kan du fine ud af om han er noget for dig.jeg vil sige han var hvor gammel til dig men hvis han er flot og lækker for dig. så skal du da prøve at få ham til at kan lige dig. HÅBER DU KLADDER DEN.	"Personligt, vil jeg nok sige at du skal droppe denne såkaldte ""forelskelse"". Eftersom du ikke kender fyren personligt, bunder din forelskelse nok i bund og grund i at du synes om hans ydre, det svare lidt til dem der er ""forelsket"" i en kendt. Men eftersom du ikke kender ham i virkeligheden, vil jeg mene at du ikke kan være rigtig forelsket. Jeg tænker lidt, at du måske bare har lyst til at få en kæreste. Men det skal måske være en du kender og en på din egen alder. Han er jo nogle år ældre end dig, så han er højst sandsynlig en del mere moden og klar til nogle andre ting end du er..."	"Hej, husk at der er masser af drenge ude i verden og du skal nok finde den rette en dag. Ved det er hårdt og svært, at lade en man elsker gå ud af tankerne. Men nogen gange kan man blive nød til det. :-)"	"Der er selvfølgelig lidt aldersforskel mellem dig og ham. Men jeg synes at du skal fortælle din søster det, du kan ikke sidde og græde over en dreng som ingen kender til at du har et crush på. Det lyder til at du er meget forelsket, så forelsket at du ikke kan gå alene rundt med det."
Min veninde svigter mig..	år		17 Juli 2015	"Jeg tænker du måske kunne snakke med hende om det? Altså fortælle hende om hvordan du har det? Fx sige at du føler hun heller vil være sammen med ham end dig? Ellers ved hun det jo ikke.. Jeg har lidt selv prøvet hvor der var en af mine veninder der havde det sådan hun droppede mig til sidst men JWG kunne jo ikke lave om på det for jeg vidste det jo ikke? Så jeg tænker at du måske skulle snakke med hende:)

Venlig hilsen den splittede pige.."	"En ting er i hvert fald sikkert, hun ved ikke hvad du føler hvis du ikke siger det til hende. Så hvis du vil have nogen indflydelse på hvordan dig og din venindes venskab skal være fremover, så må du snakke med hende om hvad du føler.

Hvordan du vil sige det til hende, er du nok den der ved bedst, da i har kendt hinanden så længe.

Men snak med hende om det, det er klart altid bedst at være ærlig omkring hvordan man har det!"	Hej jeg har selv prøvet at stå i lidt den samme situation bare hvor jeg var den svigtende veninde og jeg kan sige af erfaring lad vær med at holde det inde sig til din veninde hvordan du føler fordi ved hun ikke at du har det sådan og har tænkt at du ville få det sådan af at hun var sammen med nogle drenge så jeg syntes helt sikkert at du skal fortælle hende hvordan du har det og så tage en god lang snak med hende	"Hejsa, tænker at du måske skal prøve at snakke med hende. Har prøvet noget lignene hvor jeg så tog en snak med hende og forklarede hende at følte mig udskiftet. Håber det hjalp:)"
Forelskelse	Dreng   14 år	"Jeg har næsten lige startet i en ny klasse og har det rigtigt godt, men har selvfølgelig også fået nogle følelser for en af pigerne, jeg var hjemme hos hende en weekend hvor jeg syntes det gik rigtigt godt, men er bange for hvis jeg spørger hende om af være kærester at hun siger nej."	07-Nov-16	"Tag det stille og roligt, det er altid bedst! held og lykke - **"	"Hej :)

Jeg tror det bedste du kan gøre er at vise hende at du er interesseret i hende. Bare de små ting, som at smile og/eller sige godmorgen og farvel når i henholdsvis kommer i skole og forlader skolen, eller at tilbringe mere tid sammen med hende.

På den måde kan du også se om hun sender tegnene tilbage, altså om hun også er interesseret i dig.

Held og lykke fra mig også :-)"	"Normalt som pige ville jeg ikke bryde mig om at sådan noget gik for stærkt, og ud fra min personlig oplevelse varer stille og rolige forhold længere end ""hurtige"" forhold. Jeg syntes personligt at du skal vente, og fortælle dine følelser når du føler dig 100% tryg. :)

Held og lykke!"	"Kære dreng der lyder til at have fundet sig en rigtig sød pige! Jeg synes at du skal give det lidt tid.... ud fra egen erfaring (og det er ikke for at afskrække) kan jeg ihvertfald godt komme til at trække mig lidt tilbage hvis et forhold går for hurtigt, men det er selvfølgelig meget individuelt. Mit råd til dig vil være at prøve at aflure nogle af hendes signaler og se om du kan få et hint om at hun føler det samme som dig. Du må stole på dig selv! Det er helt klart det du kommer længst med. Hilsen Den Lykkelige Slutning"
For god til mig?	Dreng   11 år	"Jeg er en dreng på 11 år, der er HELT vildt forelsket i en pige fra min klasse. Hver gang vi er sammen, slår mit hjerte helt vildt, og det er som om at tiden står stille."	13-Apr-17	"Hej dreng på 11. Jeg er selv også 11 år gammel og er også E.L.E.N.D.I.G til ALT med bolde:(. Så ved godt det er mega nedern men jeg vil næsten love dig at hvis du bare siger det til dem på dit hold altså F.eks. ""Hey er altså ikke så god til det her med bolde men prøver"" så tror jeg at de kan forstå dig!:) og angående pigen så tror jeg egentlig at det bedste bare er at sugede ligeud - selvom det nok godt kan være lidt svært:) tror du ville fortryde det hvis du ikke fik det sagt inden du flytter skole:) kh pige på 11❤️"	hej dreng på 11 :) jeg er selv en pige på 11..hvis jeg var dig ville jeg nok prøve at finde ud af andre måder at kunne være sammen med hende? hvad laver hun ellers? noget i den stil :) kh pige på 11	du skal ikke hver bange for at spøer hin du skal bar gør det	Hej dreng  på 11 år jeg er 13 år jeg kender godt det følser prøv at være sammen med hende lidt og prøv og spill sp eller k og vis hun Fx sagde s så spørge hende hvem hun er forelskede i og vis måske nogle venner galt og spørge hva hun synes om dig .går med hende lidt og være dig selv efter lidt tid sige til hende hva du følger for hende og pigerne kan altid li en dreng der bare siger det så held og lykke håber min råd kan hjælp dig❤️
Ulykkelig kærlighed..	Pige   14 år	"Jeg har nu søgt efter kærlighed i ret lang tid på internettet, fordi (lad os være ærlige) det er MEGA svært at finde en kæreste irl."	18-Sep-15	"Nettet kan man aldrig være sikker på. Jeg tror alle har prøvet at lyve sig til at være en anden, eller i hvert fald til at være bedre end man selv tror man er. Så det vil nok være en mega god idé at lede irl."	"Der er lang tid inu, jeg er sikker på du vil finde en kæreste en dag, ingen grund til at haste det. Jeg er 15 år, og har aldrig haft en kæreste. Giv det tid, der skal nok være en til alle :)"	"Jeg kan sagtens forstå at du gerne vil have en kæreste, det er vel en tryghed i sig selv.

Når det så er sagt er der bare for stor risiko og man sætter sig selv i en ""farlig"" situation når dt er nogen på nettet man aldrig har mødt."	"Jeg synes ikke at det er en god ide at finde en fra nettet, det kunne jo være en som bare udgav sig for at være en anden. Men hvis du gerne vil have en fra nettet synes jeg at du skulle prøve forskellige steder hvor man kan skrive med nogle. Der kan du prøve at finde en som fanger din interesse. Når du skriver på nettet synes jeg ikke at du skal lyve om ting, for hvis du en dag skulle gå hen og møde ham er det ikke så godt at have en løgn i baghovedet som man altid skal tænke på der er der. Men ellers håber jeg at du finder en du kan lide, og at han også kan lide dig<33

knuss"
savner kærligheden	år	jeg heder Mikkel men mit problem er at jeg gerne vil have en kæreste men jeg har svært ved at få en som jeg møder til at kunne lide mig fordi min x sviner mig til overfor dem.	07-Aug-15	Brug ALDRIG de sociale medier i en situation som den her... find folk gennem nogle andre venner fx. så har du også en mulighed for at vise pigerne at det din ekskæreste siger om dig ikke passer	Prøv at tale med din x og italesætte dit problem over for hende for måske for står hun det ikke	Hej dreng på 12 år jeg er en pige på 12 år og jeg kender godt følelsen af gerne at ville have en som kan være der for en og holde af en men jeg tror på at hvis det er en som du bare klikker med så vil personen bære over med de ting som din x nu siger og så tror jeg også at du skal tage en lang snak med din x kæreste og sige til hende hvordan du har det med hvad hun siger fordi siger hun det fordi hun gerne vil have dig tilbage eller noget i den stil men syntes helt klart du skal tage dig en god snak med hende kærlig hilsen en ven der gerne vil hjælpe	"Jeg er en pige på 15 år nu, og har aldrig haft en kæreste eller en flirt eller noget i den stil. Jeg må ærligt indrømme at jeg nok også er ved at blive en smule desparat efter en kæreste, men jeg har det på den måde at man ikke bare skal finde en, man skal vente til, den rigtig kommer, og hvis du selv tror på det så kommer det, det er jeg HELT sikker på det har bare noget med tålmodighed at gøre:-)

Jeg synes bestemt heller ikke at du skal bruge det ""sociale"" medier til det

Mit bedtse råd er bare at være tålmodig og vente på kærlighed, DU skal tage en snak med de X-kæreste og hvis hun ikke vil lytte så kan du måske gå til hendes venner og bede om de måske kan tage en snak med hende (på en måde kunne det lyde lidt som om hun er helt færdig med dig at hun måske savner dig selv om hun ikke udtrykker det)

håber du kunne bruge det:-)"
Forelsket	Dreng   14 år	"Jeg vil rigtig gerne være kærester med ham men jeg ved ikke om han kan lide mig og hvordan jeg skal finde ud af det, kan i hjælpe i mig med det?"	05 Marts 2017	"synes det er sejt du turer springe ud i at du er bi. Men lige som at blive kærester med en pige som dreng og omvendt, bliver man det ikke fra den ene dag til den anden.

Mit råd er at starte med at ligge an på ham, lige som andre drenge vil gøre på en pige. Begynd at flirte med ham, men ikke overdrevet.

Men en bi kan heller ikke bare lave en ikke bi til en bi"	Altså så skal du nok tjekke om han er homoseksuel først. Der er nok ikke særlig mange homoseksuelle 14 årige drenge men hvis han er vil han da nok gerne være sammen med dig siden jeg tvivler på der går 3 homoseksuelle i din klasse. Så hvis han ikke er homoseksuel bliver du nok bare nød til at vente	"Du kan fx en dag hvis i sidder bare jer to spørge indtil om der er nogen han kan lide fra skolen eller andre steder. Måske kan du der finde ud af om han er til drenge eller piger. Kæft jeg har respekt for dig! Synes det er sejt at du allerede som 14-årig ved at du er til det samme køn! Du er så pisse sej!

Stor respekt herfra og held og lykke<3"	null
Er forelsket i en pige	Dreng   12 år	jeg er forelsket i en pige i min klasse men tør ikke at spørge hende	19 Juli 2017	Jeg syntes at du skal sige det til hende  alligevel for det to mig flere år at samle modet og jeg vil ikke have at det sker for dig.	"Det er altid svært! Og jeg tror ikke der er nogle løsning, som vil gøre det nemt for dig. Men hvis du kan lide hende, så tag chance!

Mit eneste råd er, at du skal sige det face to face, og ikke skrive det til hende selvom at det virker nemmere (for det hader de fleste piger)."	"Hej med dig????

Først og fremmest ville jeg sige, at det dummeste du kan gøre. Det er at skrive ""Hej jeg kan godt lide dig"" eller "" skal vi være kærester. Bare sådan uden videre. Så tror hun nok at det er en joke eller, et eller andet.

Hvis jeg var dig ville jeg nok sige det Face 2 face. Jeg ved godt at det er pisse svært, men piger er ofte også meget generte. Så prøv at tænk på, at hun nok har det på samme måde. Du skal heller ikke blive ked af det, hvis hun ikke bryder ud i et "" omg jeg er også forelsket i dig!"" Eller sådan noget. Som sagt så kan piger godt være virkelig generte, og måske kommer hun bare til at kigge ned i jorden og mumle et eller andet uforståeligt. Men hvis hun gør det, så ville jeg sige at der er ret stor chance for at hun også kan lide dig.

En fordel ved at sige det face 2 face, er at så VED hun at du mener det. Jeg er selv meget genert, og bange for at blive lavet grin med. Så hvis en dreng finder på at skrive til mig, at han kan lide mig. Så ( selvom jeg kan lide ham ) kan jeg finde på at skrive "" øøhh.. okay?"".

Netop fordi at jeg er bange for, at han ikke mener det. Jeg kommer nogle gange til at tænke: ""Sidder han sammen, med en af hans venner og griner af mig nu? Ej det ville bare være SÅ pineligt!!""

Jeg håber at du finder ud af det<3

Hilsen mig????"	Jeg har skrevet ind til brevkassen og spurgt om præcis det samme så jeg ved hvordan du har det!
Hun flyttede skole	Dreng   12 år	jeg er en dreng på 12	15-Jan-18	"Har du hendes nummer?

Hvis du har så hold meget kontakt til hende. Find nogle dage I kan være sammen og når der er gået noget tid og i kender hinanden virkig godt så fortæl hende hvad du føler. En dag er I måske mere end venner;)"	"du kan prøve at skrive til hende over facebook(hvis i begge 2 har en profil) eller sms. du kan prøve at starte en samtale, du kan måske spørge om hvordan den nye skole er, hvordan hun har det og  sådan nogle ting og så når i har en samtale igang kan du prøve stille og roligt at skrive til hende hvad du føler.  Skriv det som du har det.

håber at du kan bruge mit råd, håber det virker.

Held og lykke"	Du kan prøve at blive gode venner med hende for så kan du se hende i din fritid	"Som de andre også siger, prøv at hold kontakten. Hvis det ikke er muligt, så husk, at der er andre fisk i havet - ikke kun blobfisk, der er også andre lækre sild ;))"
Ny kæreste	Pige   15 år	"Jeg er en pige på 15 år som her i fredags fik en kæreste. Jeg mødte ham over en hjemmeside som hedder Omegle, hvor man kan skrive med en masse fra andre byer osv."	05 Marts 2017	"Hej,

det virker som om at du og in ""nye"" kæreste har det rigtig godt sammen. Og det er bare super! Din mor og papfar kan godt lide ham og det er bare endnu bedre.

Jeg synes selv at det er ok at mødes med folk fra nettet og endda blive kærester med hinanden.

Jeg kan godt forstå at du er bange og siger til din mor og papfar at i mødtes gennem en fælles veninde. Jeg tror at de vil accepterer at du fortalte dem sandheden. Altså at i mødtes gennem nettet. Der er en masse unge, der mødes gennem datingapps og sociale medier. Så det er helt normalt nu om dage. Mange teenager kan finde på at lyve for ens forældre en gang i mellem. Jeg har selv gjort det, og jeg har ikke fortalt dem sandheden, for det er ikke vigtigt længere. Men jeg har fortrudt at jeg løj, så derfor synes jeg at du skal fortælle sandheden. Vær ikke bange, for jeg er sikker på at dine forældre accepterer, at du fortalte en lille hvid løgn. Det lyder som om at du har et godt forhold til dine forældre. Der er en del, der ikke har sådan et forhold. Så være glad for det!

Du spørger om det er lovligt, at være sammen med en på 18, når du selv er 15 år.

Jeg ved ikke om du mener, at være kærester med dem eller dyrke sex med hinanden. Det er 100% lovligt at være kærester med en på 18 år. Nu hvor du er 15 år, vil det sige at du er bukse-myndig. Det vil sige at du faktisk godt må have sex med andre, der er også over 15. Selvom han er 18 år må i begge godt have sex, men i skal begge have lyst til det. Fra BEGGE sider.

Så det er lovligt at være sammen med ham på begge måder.

Men så skriver du til sidst at du skal fortælle det til din ""rigtige"" far. Det lyder som om at du frygter det og er rigtig bange for det. Måske har i et forhold, der ikke er lige så godt, som det du har med din mor og papfar. Men dette spekulerer jeg kun også over. Jeg synes at du skal sige sandheden til din far. Jo hurtigere, jo bedre. For så skal du ikke bekymre dig om hans mening. Det kan godt være hårdt, men sådan nogle ting skal man bare komme over (jeg har selv ingen kæreste eller erfaring, men mine veninder har fortalt en del, så jeg har lidt viden omkring det)

Hvis du har et godt forhold til din far, kan din kæreste måske komme og besøge din far - efter du har fortalt din far om din nye kæreste. Så kan din far måske få et indtryk af din nye kæreste og måske bryde sig mere om ham. Men jeg synes kun at din far skal besøge ham, hvis han accepterer at i er kærester i det hele taget.

Jeg håber at du får en god tid sammen med din kæreste og at du løser dine problemer. Jeg håber at jeg hjalp med noget af det <3

- Venlig hilsen hjælperen :)"	"Jeg synes den situation du står i er virkelig relaterende, for jeg oplever lidt det samme.. Bortset fra jeg ik fik lov til at se min kæreste, og nu er nødt til at se ham bag mine forældres ryg. Men jeg synes ikke du burde fortælle dine forældre sandheden, for måske vil det ændre deres nuværende gode indtryk af ham? eller også vil det ikke. Men hvis du selv føler du ikke har lyst til at fortælle sandheden så syntes jeg heller ikke du skal gøre det. Specielt ikke hvis tingene er gode som de er nu.

At du er 15 og ham 18, er der intet galt med - og slet ikke hvis du ikke mærker aldersforskellen mellem jer, for myndigheds mæssigt er det jo helt fuldt ud lovligt. Så nyd det og vær glad sammen med ham, og ikke tænk så meget på om dine forældre oprigtigt ved hvor du har mødt ham.

Hilsen hende den søde, som gerne vil hjælpe!"	"Hvis det havde mig, ville jeg have ventet med at fortælle sandheden efter noget tid, til din mor og papfar, og far, så det rigtigt havde lært ham at kende, og slet ikke havde været i tvivl om at han kun er en rar dreng, der ikke tvinger dig til noget. Når du nu er 15 så er du buksemyndig, og så er det helt lovligt at være sammen/samleje med en på 18. Jeg ved ikke lige om i er nået dertil endnu. Men ellers er det helt lovligt som 15 årig bare at være sammen med en 18 årig :)"	null
Mig og min kæreste?!	Dreng   15 år		16 Oktober 2016	"Jeg tror det er fordi du virkelig godt kan lide hende så kan man nemmelig godt blive lidt overbeskyttende osv men snak med hende om det, piger syntes normalt det er sdt når drenge er overbeskydtene eller jaloux:)"	Hejsa :)	Du skal bare hvad der sker. Hvis hun dropper dig for en anden hun elsker højere Er hun jo bare er værd at samle på. Jeg ved det kan være svært har selv prøvet lignende men det er stadig svært med en man elsker	"Jeg tror det er fordi at du holder så meget af hende, og har haft set på samme måde før.

Tænker på om du måske kunne fortælle hende det? Altså fortælle hende hvordan du har det? Måske forstår hun det og har det på samme måde? Jeg ville ihvertfald forstå det, og ved jo at jeg godt seæv kan have det på samme måde.

Og så bliver de piger glade når deres kæreste åbner op overfor en, i stedet for at holde ting for en selv. For så kan vi jo hjælpe."
Forelskelse	Pige   10 år	jeg er en pige på ti år	03 Marts 2018	"Hej med dig :-)

Jeg kan godt forstå, at du ikke ved, hvad du skal gøre. Det med drenge kan være svært nogle gange."	"1. Tag den lidt med ro du er kun 10 år ;). 2. Hvis ham der godt kan lide dig må du bare fortælle ham at du ikke har lyst til at være kærester med ham, men selfølgelig på en sød måde. Du kunne prøve at flirt lidt med ham din ven, men uden at det bliver for meget. Jeg har en bedste ven vi var begge lidt lune på hinanden men vi ville ikke ødelægge vores venskab så vi forblev venner. Håber bare lidt kunne hjælpe ;)"	Vær ærlig med dig selv og med drengene	"Hej! jeg syntes at du skal skrive et sødt brev til ham der forelsket i dig og skrive at du er ked af at han har de følser for dig når du er vild med en anden læg brevet på hans bord og spørg ham som DU godt kan lide om i skal være kærester for så bliver ham den anden ikke ked af det hvis du skriver det brev.

HÅBER AT DET KUNNE HJÆLPE DIG!!!!"
Biseksuel kæreste	Pige   13 år	"Min kæreste skrev til mig og sagde at han var biseksuel, jeg ville ikke sige noget ondt om det og prøvede bare at være ligeglad, men det er jeg ikke."	10 Oktober 2016	"Husk på at bare fordi han er biseksuel, betyder det ikke at han går rundt og bliver forelsket i alle mennesker, eller at han kan lide det ene køn bedre end det andet. Tænk på at han stoler nok på dig, til at fortælle dig sådan en personlig ting :)"	"Husk på at bare fordi han er biseksuel, betyder det ikke at han går rundt og bliver forelsket i alle mennesker, eller at han kan lide det ene køn bedre end det andet. Tænk på at han stoler nok på dig, til at fortælle dig sådan en personlig ting :)"	"Det kan være hårdt, men han har ikke afvist dig endnu. Det kan være pisse hårdt"	"Hej søde pige...

Du skal huske, at der sker en masse når man er på din alder. Både med kroppen men også forandringer og spørgsmål som ""hvem er jeg?"". I din alder skal man eksperimentere meget med sig selv og andre for at finde ud af hvad man er til. Man kan f.eks. ikke sige man ikke kan lide piger hvis man aldrig har prøvet det, eller i hvert fald tænkt tanken. Det kan være at det er en prøvelse på noget andet og en fase han skal igennem for, at finde ud af hvem han er, eller det kan være den han er, og han alleredde ved det. Lige meget hvad synes jeg du skal være en støttende kæreste, og sige til ham at du måske har lidt svært ved det han sagde fordi det gør dig usikker, eller at du ikke ved nok om det endnu, så om han ikke kan forklare dig det? Det vil på begge måder være både godt for dig og din kæreste at forstå hinanden og hjælpe hinanden frem med ""hvem i er""."
kan li en pige	Dreng   11 år	der er en pige jeg kan li hvad skal jeg	12 Juni 2017	Du kunne gøre som jeg gjorde men bare ikke vente for længe for det ville blive mærkeligt når/hvis du siger det til hende og prøve at være mere sammen med hende ALENE og lære hende at kende og så (har jeg ikke gjordt) spørge hendes venner/veninder og så når du føler du er klar siger du det til hende.	Eller i stedet for at sige du kan li hende kan du spørge om kærester	"Hej jeg syndes du skal sige det til heninde altså ved det kan være svært men måske kan du spøge om i skal være sammen en dag og du kan sige det eller give nogle tegn til hinde altså som smile, eller kigge hine dybt i øjnene og bare giv det tid det skal nok gå"	hej dreng på 11 år.
